t(sec)	BaseTemp(C)	D1C(A)	D2C(A)	D1T(C)	D2T(C)	VT(C)	LBOT(C)	ET(C)	Power(W)
28174.0	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
28194.3	 31.93	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3655.0
28214.6	 31.92	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
28234.9	 31.92	 45.1	 45.5	  25.6	  22.9	   30.1	  147.7	  51.1	3657.0
28255.2	 31.92	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
28275.4	 31.92	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
28295.7	 31.94	 45.2	 45.6	  25.6	  22.9	   30.1	  147.8	  50.9	3655.0
28316.0	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3656.0
28336.3	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.1	3658.0
28356.6	 31.92	 45.2	 45.6	  25.6	  22.9	   30.1	  147.8	  50.9	3655.0
28376.8	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3657.0
28397.1	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3659.0
28417.3	 31.93	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
28437.6	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3656.0
28457.9	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3655.0
28478.2	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3657.0
28498.5	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.0	3657.0
28518.8	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3658.0
28539.0	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
28559.3	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3659.0
28579.6	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
28600.0	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
28620.3	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
28640.6	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
28660.9	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.1	3657.0
28681.1	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3656.0
28701.4	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3656.0
28721.7	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3657.0
28742.0	 31.93	 45.2	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
28762.3	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3638.0
28782.6	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
28802.8	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3657.0
28823.1	 31.94	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3658.0
28843.5	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3658.0
28863.8	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.1	3658.0
28884.1	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  50.9	3657.0
28904.4	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.0	3657.0
28924.7	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3658.0
28945.0	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.0	3656.0
28965.2	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
28985.5	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
29005.8	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
29026.0	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3656.0
29046.3	 31.92	 45.1	 45.6	  25.6	  22.9	   30.0	  147.8	  50.9	3655.0
29066.7	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3659.0
29087.0	 31.93	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
29107.3	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.1	3657.0
29127.5	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  51.0	3655.0
29147.8	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.7	  50.9	3658.0
29168.1	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.0	3658.0
29188.4	 31.92	 45.1	 45.5	  25.6	  22.9	   30.0	  147.8	  51.1	3657.0
